Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Pontevedra-Campolongo";"";""
"24/06/2024";"Temperatura media  atura a 1.5m";"23.98";"1";"ºC"
"25/06/2024";"Lluvia";"0.0";"1";"L/m2"
"25/06/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"25/06/2024";"Temperatura media  atura a 1.5m";"18.78";"1";"ºC"
"26/06/2024";"Lluvia";"0.9";"1";"L/m2"
"26/06/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"26/06/2024";"Temperatura media  atura a 1.5m";"20.04";"1";"ºC"
"27/06/2024";"Lluvia";"0.0";"1";"L/m2"
"27/06/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"27/06/2024";"Temperatura media  atura a 1.5m";"23.60";"1";"ºC"
"28/06/2024";"Lluvia";"0.0";"1";"L/m2"
"28/06/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"28/06/2024";"Temperatura media  atura a 1.5m";"22.58";"1";"ºC"
"29/06/2024";"Lluvia";"2.3";"1";"L/m2"
"29/06/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"29/06/2024";"Temperatura media  atura a 1.5m";"19.56";"1";"ºC"
"30/06/2024";"Lluvia";"4.1";"1";"L/m2"
"30/06/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"30/06/2024";"Temperatura media  atura a 1.5m";"19.37";"1";"ºC"
"01/07/2024";"Lluvia";"0.0";"1";"L/m2"
"01/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"01/07/2024";"Temperatura media  atura a 1.5m";"22.07";"1";"ºC"
"02/07/2024";"Lluvia";"0.0";"1";"L/m2"
"02/07/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"02/07/2024";"Temperatura media  atura a 1.5m";"23.07";"1";"ºC"
"03/07/2024";"Lluvia";"0.0";"1";"L/m2"
"03/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"03/07/2024";"Temperatura media  atura a 1.5m";"21.78";"1";"ºC"
"04/07/2024";"Lluvia";"0.0";"1";"L/m2"
"04/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"04/07/2024";"Temperatura media  atura a 1.5m";"24.81";"1";"ºC"
"05/07/2024";"Lluvia";"0.0";"1";"L/m2"
"05/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"05/07/2024";"Temperatura media  atura a 1.5m";"23.09";"1";"ºC"
"06/07/2024";"Lluvia";"0.0";"1";"L/m2"
"06/07/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"06/07/2024";"Temperatura media  atura a 1.5m";"19.80";"1";"ºC"
"07/07/2024";"Lluvia";"0.0";"1";"L/m2"
"07/07/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"07/07/2024";"Temperatura media  atura a 1.5m";"17.82";"1";"ºC"
"08/07/2024";"Lluvia";"4.5";"1";"L/m2"
"08/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"08/07/2024";"Temperatura media  atura a 1.5m";"19.32";"1";"ºC"
"09/07/2024";"Lluvia";"13.0";"1";"L/m2"
"09/07/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/07/2024";"Temperatura media  atura a 1.5m";"18.92";"1";"ºC"
"10/07/2024";"Lluvia";"1.1";"1";"L/m2"
"10/07/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"10/07/2024";"Temperatura media  atura a 1.5m";"19.85";"1";"ºC"
"11/07/2024";"Lluvia";"5.0";"1";"L/m2"
"11/07/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"11/07/2024";"Temperatura media  atura a 1.5m";"20.00";"1";"ºC"
"12/07/2024";"Lluvia";"0.0";"1";"L/m2"
"12/07/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"12/07/2024";"Temperatura media  atura a 1.5m";"20.70";"1";"ºC"
"13/07/2024";"Lluvia";"0.0";"1";"L/m2"
"13/07/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"13/07/2024";"Temperatura media  atura a 1.5m";"18.76";"1";"ºC"
"14/07/2024";"Lluvia";"9.3";"1";"L/m2"
"14/07/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"14/07/2024";"Temperatura media  atura a 1.5m";"19.99";"1";"ºC"
"15/07/2024";"Lluvia";"0.9";"1";"L/m2"
"15/07/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"15/07/2024";"Temperatura media  atura a 1.5m";"18.84";"1";"ºC"
"16/07/2024";"Lluvia";"0.0";"1";"L/m2"
"16/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"16/07/2024";"Temperatura media  atura a 1.5m";"20.34";"1";"ºC"
"17/07/2024";"Lluvia";"0.0";"1";"L/m2"
"17/07/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"17/07/2024";"Temperatura media  atura a 1.5m";"19.98";"1";"ºC"
"18/07/2024";"Lluvia";"0.0";"1";"L/m2"
"18/07/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"18/07/2024";"Temperatura media  atura a 1.5m";"20.12";"1";"ºC"
"19/07/2024";"Lluvia";"0.0";"1";"L/m2"
"19/07/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"19/07/2024";"Temperatura media  atura a 1.5m";"20.51";"1";"ºC"
"20/07/2024";"Lluvia";"6.3";"1";"L/m2"
"20/07/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"20/07/2024";"Temperatura media  atura a 1.5m";"19.91";"1";"ºC"
"21/07/2024";"Lluvia";"0.0";"1";"L/m2"
"21/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"21/07/2024";"Temperatura media  atura a 1.5m";"19.55";"1";"ºC"
"22/07/2024";"Lluvia";"0.0";"1";"L/m2"
"22/07/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"22/07/2024";"Temperatura media  atura a 1.5m";"23.89";"1";"ºC"
"23/07/2024";"Lluvia";"0.0";"1";"L/m2"
"23/07/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"23/07/2024";"Temperatura media  atura a 1.5m";"26.59";"1";"ºC"
"24/07/2024";"Lluvia";"0.0";"1";"L/m2"
"24/07/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"24/07/2024";"Temperatura media  atura a 1.5m";"26.69";"1";"ºC"
"25/07/2024";"Lluvia";"0.0";"1";"L/m2"
"25/07/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"25/07/2024";"Temperatura media  atura a 1.5m";"24.51";"1";"ºC"
"26/07/2024";"Lluvia";"0.0";"1";"L/m2"
"26/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"26/07/2024";"Temperatura media  atura a 1.5m";"23.58";"1";"ºC"
"27/07/2024";"Lluvia";"0.0";"1";"L/m2"
"27/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"27/07/2024";"Temperatura media  atura a 1.5m";"24.63";"1";"ºC"
"28/07/2024";"Lluvia";"0.0";"1";"L/m2"
"28/07/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"28/07/2024";"Temperatura media  atura a 1.5m";"24.46";"1";"ºC"
"29/07/2024";"Lluvia";"0.0";"1";"L/m2"
"29/07/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"29/07/2024";"Temperatura media  atura a 1.5m";"25.92";"1";"ºC"
"30/07/2024";"Lluvia";"0.0";"1";"L/m2"
"30/07/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"30/07/2024";"Temperatura media  atura a 1.5m";"26.09";"1";"ºC"
"31/07/2024";"Lluvia";"0.0";"1";"L/m2"
"31/07/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"31/07/2024";"Temperatura media  atura a 1.5m";"20.91";"1";"ºC"
"01/08/2024";"Lluvia";"0.0";"1";"L/m2"
"01/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"01/08/2024";"Temperatura media  atura a 1.5m";"21.68";"1";"ºC"
"02/08/2024";"Lluvia";"0.0";"1";"L/m2"
"02/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"02/08/2024";"Temperatura media  atura a 1.5m";"22.33";"1";"ºC"
"03/08/2024";"Lluvia";"0.0";"1";"L/m2"
"03/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"03/08/2024";"Temperatura media  atura a 1.5m";"22.65";"1";"ºC"
"04/08/2024";"Lluvia";"0.0";"1";"L/m2"
"04/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"04/08/2024";"Temperatura media  atura a 1.5m";"23.75";"1";"ºC"
"05/08/2024";"Lluvia";"0.0";"1";"L/m2"
"05/08/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"05/08/2024";"Temperatura media  atura a 1.5m";"22.75";"1";"ºC"
"06/08/2024";"Lluvia";"0.0";"1";"L/m2"
"06/08/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"06/08/2024";"Temperatura media  atura a 1.5m";"23.07";"1";"ºC"
"07/08/2024";"Lluvia";"0.0";"1";"L/m2"
"07/08/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"07/08/2024";"Temperatura media  atura a 1.5m";"23.95";"1";"ºC"
"08/08/2024";"Lluvia";"0.0";"1";"L/m2"
"08/08/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"08/08/2024";"Temperatura media  atura a 1.5m";"24.43";"1";"ºC"
"09/08/2024";"Lluvia";"0.0";"1";"L/m2"
"09/08/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"09/08/2024";"Temperatura media  atura a 1.5m";"25.69";"1";"ºC"
"10/08/2024";"Lluvia";"0.0";"1";"L/m2"
"10/08/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"10/08/2024";"Temperatura media  atura a 1.5m";"23.66";"1";"ºC"
"11/08/2024";"Lluvia";"0.0";"1";"L/m2"
"11/08/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/08/2024";"Temperatura media  atura a 1.5m";"21.50";"1";"ºC"
"12/08/2024";"Lluvia";"0.0";"1";"L/m2"
"12/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"12/08/2024";"Temperatura media  atura a 1.5m";"21.91";"1";"ºC"
"13/08/2024";"Lluvia";"1.0";"1";"L/m2"
"13/08/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"13/08/2024";"Temperatura media  atura a 1.5m";"20.00";"1";"ºC"
"14/08/2024";"Lluvia";"0.0";"1";"L/m2"
"14/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"14/08/2024";"Temperatura media  atura a 1.5m";"21.94";"1";"ºC"
"15/08/2024";"Lluvia";"0.0";"1";"L/m2"
"15/08/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"15/08/2024";"Temperatura media  atura a 1.5m";"23.21";"1";"ºC"
"16/08/2024";"Lluvia";"0.0";"1";"L/m2"
"16/08/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"16/08/2024";"Temperatura media  atura a 1.5m";"25.06";"1";"ºC"
"17/08/2024";"Lluvia";"0.0";"1";"L/m2"
"17/08/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"17/08/2024";"Temperatura media  atura a 1.5m";"23.93";"1";"ºC"
"18/08/2024";"Lluvia";"0.4";"1";"L/m2"
"18/08/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"18/08/2024";"Temperatura media  atura a 1.5m";"24.14";"1";"ºC"
"19/08/2024";"Lluvia";"0.0";"1";"L/m2"
"19/08/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"19/08/2024";"Temperatura media  atura a 1.5m";"21.94";"1";"ºC"
"20/08/2024";"Lluvia";"0.0";"1";"L/m2"
"20/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"20/08/2024";"Temperatura media  atura a 1.5m";"22.69";"1";"ºC"
"21/08/2024";"Lluvia";"0.0";"1";"L/m2"
"21/08/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"21/08/2024";"Temperatura media  atura a 1.5m";"24.13";"1";"ºC"
"22/08/2024";"Lluvia";"0.0";"1";"L/m2"
"22/08/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"22/08/2024";"Temperatura media  atura a 1.5m";"21.18";"1";"ºC"
"23/08/2024";"Lluvia";"0.0";"1";"L/m2"
"23/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"23/08/2024";"Temperatura media  atura a 1.5m";"21.50";"1";"ºC"
"24/08/2024";"Lluvia";"7.4";"1";"L/m2"
"24/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"24/08/2024";"Temperatura media  atura a 1.5m";"20.80";"1";"ºC"
"25/08/2024";"Lluvia";"0.0";"1";"L/m2"
"25/08/2024";"Humedad relativa media a 1.5m";"57";"1";"%"
"25/08/2024";"Temperatura media  atura a 1.5m";"20.85";"1";"ºC"
"26/08/2024";"Lluvia";"0.0";"1";"L/m2"
"26/08/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"26/08/2024";"Temperatura media  atura a 1.5m";"21.42";"1";"ºC"
"27/08/2024";"Lluvia";"0.0";"1";"L/m2"
"27/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"27/08/2024";"Temperatura media  atura a 1.5m";"19.98";"1";"ºC"
"28/08/2024";"Lluvia";"0.0";"1";"L/m2"
"28/08/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"28/08/2024";"Temperatura media  atura a 1.5m";"20.41";"1";"ºC"
"29/08/2024";"Lluvia";"0.0";"1";"L/m2"
"29/08/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"29/08/2024";"Temperatura media  atura a 1.5m";"22.76";"1";"ºC"
"30/08/2024";"Lluvia";"0.0";"1";"L/m2"
"30/08/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"30/08/2024";"Temperatura media  atura a 1.5m";"23.38";"1";"ºC"
"31/08/2024";"Lluvia";"0.0";"1";"L/m2"
"31/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"31/08/2024";"Temperatura media  atura a 1.5m";"19.56";"1";"ºC"
"01/09/2024";"Lluvia";"0.0";"1";"L/m2"
"01/09/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"01/09/2024";"Temperatura media  atura a 1.5m";"21.35";"1";"ºC"
"02/09/2024";"Lluvia";"1.4";"1";"L/m2"
"02/09/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"02/09/2024";"Temperatura media  atura a 1.5m";"19.59";"1";"ºC"
"03/09/2024";"Lluvia";"0.0";"1";"L/m2"
"03/09/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"03/09/2024";"Temperatura media  atura a 1.5m";"18.82";"1";"ºC"
"04/09/2024";"Lluvia";"0.0";"1";"L/m2"
"04/09/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"04/09/2024";"Temperatura media  atura a 1.5m";"19.58";"1";"ºC"
"05/09/2024";"Lluvia";"0.0";"1";"L/m2"
"05/09/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"05/09/2024";"Temperatura media  atura a 1.5m";"17.25";"1";"ºC"
"06/09/2024";"Lluvia";"17.5";"1";"L/m2"
"06/09/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"06/09/2024";"Temperatura media  atura a 1.5m";"14.20";"1";"ºC"
"07/09/2024";"Lluvia";"0.4";"1";"L/m2"
"07/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"07/09/2024";"Temperatura media  atura a 1.5m";"17.57";"1";"ºC"
"08/09/2024";"Lluvia";"0.0";"1";"L/m2"
"08/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/09/2024";"Temperatura media  atura a 1.5m";"16.62";"1";"ºC"
"09/09/2024";"Lluvia";"0.0";"1";"L/m2"
"09/09/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"09/09/2024";"Temperatura media  atura a 1.5m";"18.00";"1";"ºC"
"10/09/2024";"Lluvia";"0.0";"1";"L/m2"
"10/09/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"10/09/2024";"Temperatura media  atura a 1.5m";"19.39";"1";"ºC"
"11/09/2024";"Lluvia";"0.0";"1";"L/m2"
"11/09/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"11/09/2024";"Temperatura media  atura a 1.5m";"19.40";"1";"ºC"
"12/09/2024";"Lluvia";"1.1";"1";"L/m2"
"12/09/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/09/2024";"Temperatura media  atura a 1.5m";"18.63";"1";"ºC"
"13/09/2024";"Lluvia";"0.0";"1";"L/m2"
"13/09/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"13/09/2024";"Temperatura media  atura a 1.5m";"19.60";"1";"ºC"
"14/09/2024";"Lluvia";"0.0";"1";"L/m2"
"14/09/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"14/09/2024";"Temperatura media  atura a 1.5m";"17.88";"1";"ºC"
"15/09/2024";"Lluvia";"0.0";"1";"L/m2"
"15/09/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"15/09/2024";"Temperatura media  atura a 1.5m";"19.93";"1";"ºC"
"16/09/2024";"Lluvia";"0.0";"1";"L/m2"
"16/09/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"16/09/2024";"Temperatura media  atura a 1.5m";"22.42";"1";"ºC"
"17/09/2024";"Lluvia";"0.0";"1";"L/m2"
"17/09/2024";"Humedad relativa media a 1.5m";"49";"1";"%"
"17/09/2024";"Temperatura media  atura a 1.5m";"22.22";"1";"ºC"
"18/09/2024";"Lluvia";"0.0";"1";"L/m2"
"18/09/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"18/09/2024";"Temperatura media  atura a 1.5m";"17.69";"1";"ºC"
"19/09/2024";"Lluvia";"0.0";"1";"L/m2"
"19/09/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"19/09/2024";"Temperatura media  atura a 1.5m";"17.47";"1";"ºC"
"20/09/2024";"Lluvia";"0.8";"1";"L/m2"
"20/09/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"20/09/2024";"Temperatura media  atura a 1.5m";"17.13";"1";"ºC"
"21/09/2024";"Lluvia";"0.0";"1";"L/m2"
"21/09/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"21/09/2024";"Temperatura media  atura a 1.5m";"18.01";"1";"ºC"
"22/09/2024";"Lluvia";"0.0";"1";"L/m2"
"22/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"22/09/2024";"Temperatura media  atura a 1.5m";"17.67";"1";"ºC"
"23/09/2024";"Lluvia";"0.0";"1";"L/m2"
"23/09/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"23/09/2024";"Temperatura media  atura a 1.5m";"16.15";"1";"ºC"
"24/09/2024";"Lluvia";"49.4";"1";"L/m2"
"24/09/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"24/09/2024";"Temperatura media  atura a 1.5m";"17.57";"1";"ºC"
"25/09/2024";"Lluvia";"55.1";"1";"L/m2"
"25/09/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"25/09/2024";"Temperatura media  atura a 1.5m";"19.66";"1";"ºC"
"26/09/2024";"Lluvia";"42.8";"1";"L/m2"
"26/09/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"26/09/2024";"Temperatura media  atura a 1.5m";"19.20";"1";"ºC"
"27/09/2024";"Lluvia";"4.8";"1";"L/m2"
"27/09/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"27/09/2024";"Temperatura media  atura a 1.5m";"15.39";"1";"ºC"
"28/09/2024";"Lluvia";"0.0";"1";"L/m2"
"28/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"28/09/2024";"Temperatura media  atura a 1.5m";"14.84";"1";"ºC"
"29/09/2024";"Lluvia";"1.0";"1";"L/m2"
"29/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"29/09/2024";"Temperatura media  atura a 1.5m";"16.74";"1";"ºC"
"30/09/2024";"Lluvia";"3.5";"1";"L/m2"
"30/09/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"30/09/2024";"Temperatura media  atura a 1.5m";"18.65";"1";"ºC"
"01/10/2024";"Lluvia";"48.8";"1";"L/m2"
"01/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"01/10/2024";"Temperatura media  atura a 1.5m";"19.32";"1";"ºC"
"02/10/2024";"Lluvia";"45.3";"1";"L/m2"
"02/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"02/10/2024";"Temperatura media  atura a 1.5m";"19.36";"1";"ºC"
"03/10/2024";"Lluvia";"0.4";"1";"L/m2"
"03/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"03/10/2024";"Temperatura media  atura a 1.5m";"18.72";"1";"ºC"
"04/10/2024";"Lluvia";"0.0";"1";"L/m2"
"04/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"04/10/2024";"Temperatura media  atura a 1.5m";"19.35";"1";"ºC"
"05/10/2024";"Lluvia";"14.8";"1";"L/m2"
"05/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"05/10/2024";"Temperatura media  atura a 1.5m";"20.02";"1";"ºC"
"06/10/2024";"Lluvia";"5.4";"1";"L/m2"
"06/10/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"06/10/2024";"Temperatura media  atura a 1.5m";"19.32";"1";"ºC"
"07/10/2024";"Lluvia";"14.1";"1";"L/m2"
"07/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"07/10/2024";"Temperatura media  atura a 1.5m";"17.94";"1";"ºC"
"08/10/2024";"Lluvia";"28.4";"1";"L/m2"
"08/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"08/10/2024";"Temperatura media  atura a 1.5m";"18.83";"1";"ºC"
"09/10/2024";"Lluvia";"41.4";"1";"L/m2"
"09/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/10/2024";"Temperatura media  atura a 1.5m";"18.59";"1";"ºC"
"10/10/2024";"Lluvia";"5.0";"5";"L/m2"
"10/10/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"10/10/2024";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"11/10/2024";"Lluvia";"19.7";"1";"L/m2"
"11/10/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"11/10/2024";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"12/10/2024";"Lluvia";"0.5";"1";"L/m2"
"12/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"12/10/2024";"Temperatura media  atura a 1.5m";"20.09";"1";"ºC"
"13/10/2024";"Lluvia";"0.0";"1";"L/m2"
"13/10/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"13/10/2024";"Temperatura media  atura a 1.5m";"19.03";"1";"ºC"
"14/10/2024";"Lluvia";"0.0";"1";"L/m2"
"14/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"14/10/2024";"Temperatura media  atura a 1.5m";"20.35";"1";"ºC"
"15/10/2024";"Lluvia";"14.1";"1";"L/m2"
"15/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"15/10/2024";"Temperatura media  atura a 1.5m";"19.52";"1";"ºC"
"16/10/2024";"Lluvia";"27.6";"1";"L/m2"
"16/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"16/10/2024";"Temperatura media  atura a 1.5m";"18.10";"1";"ºC"
"17/10/2024";"Lluvia";"9.8";"1";"L/m2"
"17/10/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"17/10/2024";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"18/10/2024";"Lluvia";"5.2";"1";"L/m2"
"18/10/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"18/10/2024";"Temperatura media  atura a 1.5m";"16.60";"1";"ºC"
"19/10/2024";"Lluvia";"46.6";"1";"L/m2"
"19/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"19/10/2024";"Temperatura media  atura a 1.5m";"18.15";"1";"ºC"
"20/10/2024";"Lluvia";"0.6";"1";"L/m2"
"20/10/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"20/10/2024";"Temperatura media  atura a 1.5m";"19.05";"1";"ºC"
"21/10/2024";"Lluvia";"9.3";"1";"L/m2"
"21/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"21/10/2024";"Temperatura media  atura a 1.5m";"17.86";"1";"ºC"
"22/10/2024";"Lluvia";"0.0";"1";"L/m2"
"22/10/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"22/10/2024";"Temperatura media  atura a 1.5m";"16.38";"1";"ºC"
"23/10/2024";"Lluvia";"0.0";"1";"L/m2"
"23/10/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"23/10/2024";"Temperatura media  atura a 1.5m";"16.91";"1";"ºC"
"24/10/2024";"Lluvia";"7.9";"1";"L/m2"
"24/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"24/10/2024";"Temperatura media  atura a 1.5m";"15.89";"1";"ºC"
"25/10/2024";"Lluvia";"5.7";"1";"L/m2"
"25/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"25/10/2024";"Temperatura media  atura a 1.5m";"12.34";"1";"ºC"
"26/10/2024";"Lluvia";"5.1";"1";"L/m2"
"26/10/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"26/10/2024";"Temperatura media  atura a 1.5m";"12.25";"1";"ºC"
"27/10/2024";"Lluvia";"0.5";"1";"L/m2"
"27/10/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"27/10/2024";"Temperatura media  atura a 1.5m";"15.40";"1";"ºC"
"28/10/2024";"Lluvia";"0.0";"1";"L/m2"
"28/10/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"28/10/2024";"Temperatura media  atura a 1.5m";"16.90";"1";"ºC"
"29/10/2024";"Lluvia";"0.0";"1";"L/m2"
"29/10/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"29/10/2024";"Temperatura media  atura a 1.5m";"16.83";"1";"ºC"
"30/10/2024";"Lluvia";"0.0";"1";"L/m2"
"30/10/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"30/10/2024";"Temperatura media  atura a 1.5m";"18.79";"1";"ºC"
"31/10/2024";"Lluvia";"0.3";"1";"L/m2"
"31/10/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"31/10/2024";"Temperatura media  atura a 1.5m";"17.30";"1";"ºC"
"01/11/2024";"Lluvia";"0.0";"1";"L/m2"
"01/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"01/11/2024";"Temperatura media  atura a 1.5m";"17.68";"1";"ºC"
"02/11/2024";"Lluvia";"0.0";"1";"L/m2"
"02/11/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"02/11/2024";"Temperatura media  atura a 1.5m";"16.65";"1";"ºC"
"03/11/2024";"Lluvia";"0.0";"1";"L/m2"
"03/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"03/11/2024";"Temperatura media  atura a 1.5m";"16.84";"1";"ºC"
"04/11/2024";"Lluvia";"2.0";"1";"L/m2"
"04/11/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"04/11/2024";"Temperatura media  atura a 1.5m";"15.23";"1";"ºC"
"05/11/2024";"Lluvia";"0.0";"1";"L/m2"
"05/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"05/11/2024";"Temperatura media  atura a 1.5m";"18.26";"1";"ºC"
"06/11/2024";"Lluvia";"0.0";"1";"L/m2"
"06/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"06/11/2024";"Temperatura media  atura a 1.5m";"18.53";"1";"ºC"
